,id,headlines,ChanceOfVirality
7555,7555,"
Neon, Samsung’s AI-powered avatar is world’s first ‘Artificial Human’
",3
7556,7556,"
CES kicks off its 2020 edition, 8K TVs and sustainability hot topics this...
",0
7557,7557,"
A sneak peek at LG G8X ThinQ’s cameras
",0
7558,7558,"
Unboxing the LG G8X ThinQ dual screen smartphone: Here’s what you can look...
",3
7559,7559,"
Sponsored: A Day Out At An OPPO Service Center
",2
7560,7560,"
Microsoft to end support for Windows 10 Mobile Office apps in 2021
",0
7561,7561,"
Google VP Jacquelline Fuller shares her concerns about online content
",1
7562,7562,"
Real-life ‘Iron Man’ sets human flight speed record in his jet-powered ...
",2
7563,7563,"
Moto Razr: Motorola launches its first foldable phone
",3
7564,7564,"
PUBG Mobile Season 10 release date announced: New theme, weapons in sto...
",1
7565,7565,"
Watch: Netflix CEO reveals Rs 3000 crore plan for India at HTLS 2019
",1
7566,7566,"
#HTLS2019: Akshay Kumar on interviewing PM Modi; Kareena on pay parity
",0
7567,7567,"
Didn’t want to be alive after 2012 Olympics: Michael Phelps | #HTLS2019
",2
7568,7568,"
‘My outfits represent unabashed feminity’: Prabal Gurung at #HTLS2019
",1
7569,7569,"
#HTLS 2019: Manish Malhotra, Prabal Gurung on sustainability in fashion
",1
7570,7570,"
‘Pollution today due to Delhi’s own sources’: CM Kejriwal at #HTLS2019
",1
7571,7571,"
PM Modi, Sitharaman, Catherine Zeta-Jones, Kareena: #HTLS2019 highlights
",2
7572,7572,"
‘Punjab not to blame for Delhi pollution’: Amarinder Singh at #HTLS2019
",0
7573,7573,"
HTLS 2019: Arvind Kejriwal lists achievements ahead of Delhi polls
",0
7574,7574,"
#HTLS 2019: Top nutritionists reveal weight loss secrets
",0
7575,7575,"
HTLS 2019: Kejriwal’s ‘Bin Dulhe ki Baarat’ jibe at BJP over Delhi polls
",0
7576,7576,"
#HTLS 2019 | ‘To eat wheat or not’: Big dietary puzzle now solved
",1
7577,7577,"
Only Rahul Gandhi can lead Cong, says Baghel; Amarinder differs
",0
7578,7578,"
#HTLS 2019 | Which movie is Catherine Zeta Jones’ favourite?
",1
7579,7579,"
Nepotism, curse or gift? Michael Douglas speaks to Anil Kapoor
",0
7580,7580,"
Mohua Mitra & Manish Tewari Vs Jamyang Namgyal on ‘Citizenship’ row
",1
7581,7581,"
#HTLS2019: Are MPs friends outside Parliament? Who said what
",1
7582,7582,"
#HTLS2019: BJP vs Cong vs TMC on citizenship row, Telangana encounter
",0
7583,7583,"
#HTLS2019: ‘Running nation, not dharamshala’: BJP MP on citizenship row
",0
7584,7584,"
Why Catherine Zeta-Jones, Michael Douglas love Bollywood: Watch full se...
",3
7585,7585,"
Donald Trump’s visit to India: Will India-US clinch a trade package?
",0
7586,7586,"
Italy’s Indian diaspora of 180,000 is asset for bilateral ties, says envoy...
",0
7587,7587,"
Huge uptick in India-Australia strategic relationship: Harinder Sidhu |...
",0
7588,7588,"
‘All options on table if Pakistan fails to curb terror’ | WorldView
",1
7589,7589,"
How India can benefit from Estonia’s expertise in digital services | Wo...
",0
7590,7590,"
The Iran-US standoff: Implications & challenges for India | WorldView
",1
7591,7591,"
Impact of CAA-NRC on India-Bangladesh relations | WorldView
",1
7592,7592,"
Fallout of death sentence for ex-Pakistan dictator Pervez Musharraf | W...
",1
7593,7593,"
Worldview | India-US relations: The road ahead
",1
7594,7594,"
Unacceptable that India isn’t in UN Security Council, says German ambas...
",1
7595,7595,"
WorldView | Finland launches drive to attract Indian professionals
",1
7596,7596,"
Worldview: Ontario Minister on expanding trade ties with India
",1
7597,7597,"
‘Sarcastic’ says Donald Trump to his ‘injecting disinfectant’ remark
",0
7598,7598,"
World leaders back UN, WHO initiative to speed Covid-19 response; US mi...
",2
7599,7599,"
‘Where weaknesses...’: Amid USA-China tussle, Germany speaks on WHO | C...
",2
7600,7600,"
Covid-19: US state files case against China over virus, Beijing says ‘a...
",2
7601,7601,"
Covid-19: China hits back after Donald Trump warns of ‘consequences’
",1
7602,7602,"
Watch: Idris Elba, wife recall Covid experience, launch UN fund for far...
",2
7603,7603,"
Canada shooting rampage: Over 10 killed, police officer among dead
",0
7604,7604,"
Watch: Pak terrorist caught in Afghanistan, was training for violence in...
",2
7605,7605,"
USA says China may have done secret nuclear test blasts; Beijing respon...
",1
7606,7606,"
Watch: Iranian vessels make ‘dangerous & harassing’ manoeuvres near US ...
",3
7607,7607,"
Watch: China slams Donald Trump for halting WHO funding amid Covid pand...
",2
7608,7608,"
China’s exports fell further in March amid global economic slowdown due...
",1
7609,7609,"
China to lift traffic ban from coronavirus epicentre Wuhan after 11 wee...
",3
7610,7610,"
Watch: Mastermind of Kabul Gurudwara attack, ISKP terrorist Farooqui, c...
",2
7611,7611,"
Americans advised to wear masks, but Trump says ‘don’t see myself doing...
",1
7612,7612,"
Watch: Aerial view of Lisbon’s popular tourist spots, roads amid lockdo...
",1
7613,7613,"
‘They’ll pay a bigger price if…’: Donald Trump warns Iran after ‘sneak attack’...
",0
7614,7614,"
Spain’s fishing industry on decline amid lockdown, pandemic spread
",1
7615,7615,"
Watch: This is how the usually busy roads of Dubai look like during cur...
",3
7616,7616,"
‘Pandemic doesn’t discriminate’: Minorities from Pakistan share ordeal
",0
7617,7617,"
Face to face with Emile Heskey | Sports Corner
",0
7618,7618,"
Sports Corner: In conversation with Carmelita Jeter
",0
7619,7619,"
Sports Corner: NBA comes to India
",0
7620,7620,"
Sports corner: How India’s cycling champions took the world by storm
",1
7621,7621,"
Sports Corner | ‘Ready for FIFA WC qualifiers’: Goalkeeper GS Sandhu
",0
7622,7622,"
Sports Corner: Off-road racer Aishwarya Pissay eyes Dakar Rally
",0
7623,7623,"
Watch: Coach creates shooting range inside 3bhk flat for world no. 1 air...
",2
7624,7624,"
Amid lockdown, paddler Sathiyan Gnanasekaran trains with a ‘robot’
",1
7625,7625,"
Hum Honge Kamyab: Stay Home Stay Safe
",0
7626,7626,"
World in Lockdown: Aussie opener David Warner and ‘high speed sprints’
",2
7627,7627,"
Roger Federer challenges Virat Kohli: Watch tennis ace’s home training ...
",1
7628,7628,"
Watch what Shikhar Dhawan is learning during lockdown
",2
7629,7629,"
‘All we can do...’: Sourav Ganguly offers food in Kolkata amid lockdown
",1
7630,7630,"
‘From cooking to cleaning utensils’: What Indian special athletes are doing...
",0
7631,7631,"
‘Not an ordinary fight’: Virat Kohli’s appeal for social distancing amid...
",1
7632,7632,"
‘As much as we want to host...’: Sourav Ganguly on IPL postponement
",2
7633,7633,"
‘Nobody has a choice’: Sourav Ganguly on IPL postponement amid Covid-19...
",2
7634,7634,"
Coronavirus impact on bowling tactics, Bhuvneshwar Kumar explains
",2
7635,7635,"
Road Safety World Series |‘Sachin makes sure every cricket is serious cricket’:...
",3
7636,7636,"
Watch | IPL 2020: Fans cheer for MS Dhoni as he hits the nets with CSK ...
",1
7637,7637,"
Women’s T20 WC | ‘We didn’t field well’: Harmanpreet Kaur after T20 WC ...
",1
7638,7638,"
Face to face with Emile Heskey | Sports Corner
",0
7639,7639,"
Give your best: Tendulkar’s advice to women’s team ahead of T20 World Cup...
",2
7640,7640,"
Sunil Joshi is new BCCI chief selector, Harvinder Singh added in panel
",1
7641,7641,"
India’s New Zealand tour: What went wrong for Virat’s men in New Zealan...
",1
7642,7642,"
Former NZ all-rounder Chris Harris dissects India’s series loss
",0
7643,7643,"
‘3-engine’ governance, ‘nationalism vs anarchy’: Javadekar on BJP’s Delhi...
",0
7644,7644,"
Metro Matters | The nuts and bolts of Delhi’s new Electric Vehicle poli...
",1
7645,7645,"
Scanning Mohalla clinics: The road ahead to bring free healthcare to your...
",0
7646,7646,"
METRO MATTERS | ‘Basic services for Delhi, not poll sops’: Manish Sisod...
",1
7647,7647,"
Covid-19 death rate is worse in some states: Vikram Chandra breaks it d...
",1
7648,7648,"
‘From my personal experience…’: UK PM Boris Johnson returns to work after...
",0
7649,7649,"
Chinese tourists in Nepal hold demonstration, demand flight to return h...
",2
7650,7650,"
‘Govt must make details of all purchases made to fight Covid-19 public’:...
",3
7651,7651,"
Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his p...
",2
7652,7652,"
PM Modi discusses lockdown exit strategy with CMs: All the key details
",1
7653,7653,"
‘No unusual signs with Kim Jong Un’s health’: South Korea reiterates
",1
7654,7654,"
Covid-19: Wearing masks compulsory, ban on spitting in Leh
",1
7655,7655,"
‘India will lead global war against Covid-19’: Congress’ Adhir Ranjan C...
",1
7656,7656,"
At Agra quarantine centre, scramble for food & water kept outside shut ...
",1
7657,7657,"
Watch: Chennai police stop ambulance to allow VIP convoy to pass 
",1
7658,7658,"
‘Donald Trump’s plan…’: Netanyahu ‘confident’ US will support West Bank...
",0
7659,7659,"
Palghar lynching: Watch RSS chief’s reaction to killing of Hindu monks
",1
7660,7660,"
Financial impact of lockdown, 3-month-old survives covid | Top 5 from HT
",3
7661,7661,"
Is govt planning to reduce retirement age? Union minister clears the air
",0
7662,7662,"
Covid-19 | Bengal doctor dies; tax controversy; Wuhan zero cases: 10 up...
",3
7663,7663,"
In Other News: Ex-minister slams Twitter; army preparedness ; Lee on Sa...
",1
7664,7664,"
‘Trains won’t run’: Maharashtra CM amid vow to help migrants reach home...
",0
7665,7665,"
Covid-19: Are immunity passports an option to exit lockdown?
",2
7666,7666,"
Opposition pushes govt for more relief: Covid-19 wrap with Vikram Chand...
",2
7667,7667,partnersites,0
7668,7668,"
Tech News",1
7669,7669,more from tech news,2
7670,7670,trending topics,0
7671,7671,"
Top News
",1
7672,7672,latest news,1
7673,7673,"
India news
",1
7674,7674,"
don't miss
",0
7675,7675,Top Trends,0
7676,7676,partnersites,0
7677,7677,Podcasts,0
7678,7678,Happy 70th Supreme Court,0
7679,7679,Crima Facie,0
7680,7680,Sports Corner,0
7681,7681,The Final Whistle,0
7682,7682,On The Record,1
7683,7683,HT Q&A,0
7684,7684,HT Worldview,1
7685,7685,Metro Matters,0
7686,7686,The Big Picture,0
7687,7687,Books and Authors,0
7688,7688,Healthwise,0
7689,7689,Aur Batao,0
7690,7690,HT Conversations,0
7691,7691,Hindustan Times Leadership Summit Highlights,1
7692,7692,Hindustan Times Leadership Summit Studio,1
7693,7693,No Rating Movie Review,0
7694,7694,Trend Spotting by Manish Mishra,1
7695,7695,Metronome - The Music Podcast,0
7696,7696,Your Stars Today by Dr. Prem Kumar Sharma,1
7697,7697,Gender Question,0
7698,7698,Government,0
7699,7699,True Crime,0
7700,7700,Sports,0
7701,7701,Politics,0
7702,7702,News Commentary,1
7703,7703,Books,0
7704,7704,Health & Fitness,0
7705,7705,Film Interviews,0
7706,7706,News,1
7707,7707,Film Reviews,0
7708,7708,Fashion & Beauty,0
7709,7709,Music Commentary,0
7710,7710,Spirituality,0
7711,7711,Society & Culture,0
7712,7712,Leadership Summit,0
7713,7713,"
							Hindustan Times Leadership Summit 2019: Highlights",1
7714,7714,Kejriwal on ties with deputy CM Sisodia,0
7715,7715,‘He sings well’: Kejriwal on BJP’s Manoj Tiwari,1
7716,7716,Kejriwal on dharna politics,0
7717,7717,"Pollution important problem, but not the number one problem: Delhi CM",1
7718,7718,"Odd even was a strict measure, people lapped it up: Delhi CM",1
7719,7719,Nobody knows the exact source of Delhi pollution: Kejriwal,2
7720,7720,You’ll like travelling in buses soon like Delhi Metro: Kejriwal,1
7721,7721,"Have started a pilot project, will give you European roads: Delhi CM",0
7722,7722,"Not production, demand is hurting our economy now: Kejriwal",2
7723,7723,I saved money by reducing corruption: Kejriwal,1
7724,7724,Kejriwal on free bus ride for women,0
7725,7725,"For last 5 years, Delhi govt has been running in surplus: Kejriwal",2
7726,7726,Kejriwal on Delhi govt’s doorstep delivery services,0
7727,7727,"Air quality plummeted after stubble burning season began in Punjab, Haryana: Delhi CM",0
7728,7728,Want to ensure that people can drink water straight from tap: Delhi CM,2
7729,7729,"In 5 years, pollution has reduced in Delhi, claims Arvind Kejriwal",2
7730,7730,There is a 70% drop in generator sales in Delhi: Kejriwal,1
7731,7731,World is talking about Delhi’s mohalla clinics: Arvind Kejriwal,2
7732,7732,People in Greater Kailash want Mohalla clinics: Delhi CM,2
7733,7733,Delhi govt schools have performed better than private schools: CM Kejriwal,1
7734,7734,AAP has proven that Govt can be run with honesty: Kejriwal,1
7735,7735,"After 5 years, even our critics have started loving us: Arvind Kejriwal",2
7736,7736,Couture is most sustainable part of fashion today: Mary Katrantzou,2
7737,7737,Sustainability also about using outfits you have: Manish Malhotra,2
7738,7738,We get affected by things happening around us: Prabal Gurung,2
7739,7739,"When Michelle Obama, Oprah Winfrey wear my dresses, they represent what I stand for: Gurung",0
7740,7740,"As a woman entrepreneur, you have to  have a bold voice: Mary Katrantzou",2
7741,7741,Can’t keep quiet when women’s rights are under attack: Prabal Gurung,1
7742,7742,As a designer my job is not to dictate but give options to women: Prabal Gurung,0
7743,7743,Sustainability has become a hashtag: Manish Malhotra,1
7744,7744,We have to use our platform to make people conscious: Manish Malhotra,3
7745,7745,I use fashion as an awareness: Mary Katrantzou,0
7746,7746,Fashion is a visual challenger to status quo: Prabal Gurung,0
7747,7747,WHO said nightshifts can increase occurrence of certain cancers: Dr  Panda,0
7748,7748,"When you sleep better, your food craving goes down: Dr Satchin Panda",3
7749,7749,"When one eats too much, one loses interest in food: Dr David Ludwig ",1
7750,7750,We need research to stop epidemics such as diabetes in india: Dr David Ludwig ,1
7751,7751,Nutrition isn’t rocket science: Dr David Ludwig ,0
7752,7752,Will make Parliament a better place: Manish Tewari on women representation,3
7753,7753,BJP’s Ladakh MP on equal gender representation,0
