,id,headlines,ChanceOfVirality
8108,8108,"
The Zoya Factor offers feel-good vibes with Sonam Kapoor and Dulquer Sa...
",1
8109,8109,"
Dream Girl is quirky, and Ayushmann delivers again I No Rating Review
",2
8110,8110,"
Extraction interview: Randeep Hooda says you haven’t seen Chris Hemsworth...
",2
8111,8111,"
‘I don’t think I will ever listen to Humma Humma remix’: Shalmali Kholg...
",1
8112,8112,"
Covid-19: Lady Gaga, WHO announce mega virtual concert to raise funds
",1
8113,8113,"
Watch: Amitabh shares picture of Bachchan family from premiere of Sholay
",1
8114,8114,"
Amit Trivedi on lockdown & new independent label; sings ‘Zinda hoon Yaa...
",2
8115,8115,"
How to pass time during lockdown: Watch Ishita Dutta, Vatsal Sheth’s ti...
",4
8116,8116,"
Muskurayega India singer Vishal Mishra on creating the song with Akshay...
",0
8117,8117,"
How actor Shama Sikandar is learning to cook at home amid lockdown
",1
8118,8118,"
‘Aaooo’: Watch Anupam Kher and Shakti Kapoor’s video call amid lockdown
",3
8119,8119,"
Naagin actor Surbhi Jyoti: ‘If there can be Iron Man & Ant Man...’
",3
8120,8120,"
Pankaj Tripathi’s lockdown revelation: ‘Watching Mirzapur for the first...
",3
8121,8121,"
Watch actor Adah Sharma exercising while doing household chores amid lo...
",2
8122,8122,"
Watch actor Naveen Polishetty’s funny take on quarantine cooking
",1
8123,8123,"
Watch what Taarak Mehta Ka Ooltah Chashmah actor Mandar is doing at home
",2
8124,8124,"
How actor Sunny Singh is working on his next films from home
",0
8125,8125,"
Eight days left in lockdown, actor Fatima Sana Shaikh teaches mental fi...
",2
8126,8126,"
Watch YouTuber Gaurav Taneja’s fitness tips for his followers
",2
8127,8127,"
Watch Actor Shivin Narang’s 21-day lockdown challenge
",3
8128,8128,"
Actor Divya Dutta explains how to boost immunity
",1
8129,8129,"
Watch what filmmaker Madhur Bhandarkar’s lockdown routine is
",4
8130,8130,"
Your Weekend Dose: From ‘Panga’ to ‘The Forgotten Army’, know what to w...
",2
8131,8131,"
Your Weekend Dose: Chhapaak to Darbar know what to watch this weekend
",3
8132,8132,"
Your Weekend Dose: ‘Bombshell’ To ‘Ghost Stories’, Know What To Watch
",3
8133,8133,"
Your Weekend Dose: From Rani Mukerji’s Mardaani 2 to Jumanji: The Next Level,...
",1
8134,8134,"
Your Weekend Dose: From ‘The Irishman’ to ‘Commando 3’, know what to wa...
",3
8135,8135,"
From Laal Kaptaan to Zombieland: Double Tap, know what to watch
",3
8136,8136,"
Xiaomi Redmi Note 9 Pro unboxing & quick look
",1
8137,8137,"
Realme 6 Pro unboxing and quick look
",1
8138,8138,"
Unboxing the Motorola Razr 2019
",0
8139,8139,"
Android creator, Andy Rubin’s Essential shuts down
",1
8140,8140,"
Coronavirus throws MWC 2020 conference off-gear
",2
8141,8141,"
Samsung Galaxy S20 phones launched: Here’s what’s new
",3
8142,8142,"
Samsung launches Galaxy Z Flip, phone folds at a vertical crease
",2
8143,8143,"
Samsung Galaxy S10 Lite unboxing and quick look
",1
8144,8144,"
Honor MagicWatch 2 smartwatch launched in India, here’s a quick look
",3
8145,8145,"
Honor 9X launched in India: Unboxing, first impressions of the new budget...
",3
8146,8146,"
Neon, Samsung’s AI-powered avatar is world’s first ‘Artificial Human’
",3
8147,8147,"
CES kicks off its 2020 edition, 8K TVs and sustainability hot topics this...
",0
8148,8148,"
A sneak peek at LG G8X ThinQ’s cameras
",0
8149,8149,"
Unboxing the LG G8X ThinQ dual screen smartphone: Here’s what you can look...
",3
8150,8150,"
Sponsored: A Day Out At An OPPO Service Center
",2
8151,8151,"
Microsoft to end support for Windows 10 Mobile Office apps in 2021
",0
8152,8152,"
Google VP Jacquelline Fuller shares her concerns about online content
",1
8153,8153,"
Real-life ‘Iron Man’ sets human flight speed record in his jet-powered ...
",2
8154,8154,"
Moto Razr: Motorola launches its first foldable phone
",3
8155,8155,"
PUBG Mobile Season 10 release date announced: New theme, weapons in sto...
",1
8156,8156,"
Watch: Netflix CEO reveals Rs 3000 crore plan for India at HTLS 2019
",1
8157,8157,"
#HTLS2019: Akshay Kumar on interviewing PM Modi; Kareena on pay parity
",0
8158,8158,"
Didn’t want to be alive after 2012 Olympics: Michael Phelps | #HTLS2019
",2
8159,8159,"
‘My outfits represent unabashed feminity’: Prabal Gurung at #HTLS2019
",1
8160,8160,"
#HTLS 2019: Manish Malhotra, Prabal Gurung on sustainability in fashion
",1
8161,8161,"
‘Pollution today due to Delhi’s own sources’: CM Kejriwal at #HTLS2019
",1
8162,8162,"
PM Modi, Sitharaman, Catherine Zeta-Jones, Kareena: #HTLS2019 highlights
",2
8163,8163,"
‘Punjab not to blame for Delhi pollution’: Amarinder Singh at #HTLS2019
",0
8164,8164,"
HTLS 2019: Arvind Kejriwal lists achievements ahead of Delhi polls
",0
8165,8165,"
#HTLS 2019: Top nutritionists reveal weight loss secrets
",0
8166,8166,"
HTLS 2019: Kejriwal’s ‘Bin Dulhe ki Baarat’ jibe at BJP over Delhi polls
",0
8167,8167,"
#HTLS 2019 | ‘To eat wheat or not’: Big dietary puzzle now solved
",1
8168,8168,"
Only Rahul Gandhi can lead Cong, says Baghel; Amarinder differs
",0
8169,8169,"
#HTLS 2019 | Which movie is Catherine Zeta Jones’ favourite?
",1
8170,8170,"
Nepotism, curse or gift? Michael Douglas speaks to Anil Kapoor
",0
8171,8171,"
Mohua Mitra & Manish Tewari Vs Jamyang Namgyal on ‘Citizenship’ row
",1
8172,8172,"
#HTLS2019: Are MPs friends outside Parliament? Who said what
",1
8173,8173,"
#HTLS2019: BJP vs Cong vs TMC on citizenship row, Telangana encounter
",0
8174,8174,"
#HTLS2019: ‘Running nation, not dharamshala’: BJP MP on citizenship row
",0
8175,8175,"
Why Catherine Zeta-Jones, Michael Douglas love Bollywood: Watch full se...
",3
8176,8176,"
Donald Trump’s visit to India: Will India-US clinch a trade package?
",0
8177,8177,"
Italy’s Indian diaspora of 180,000 is asset for bilateral ties, says envoy...
",0
8178,8178,"
Huge uptick in India-Australia strategic relationship: Harinder Sidhu |...
",0
8179,8179,"
‘All options on table if Pakistan fails to curb terror’ | WorldView
",1
8180,8180,"
How India can benefit from Estonia’s expertise in digital services | Wo...
",0
8181,8181,"
The Iran-US standoff: Implications & challenges for India | WorldView
",1
8182,8182,"
Impact of CAA-NRC on India-Bangladesh relations | WorldView
",1
8183,8183,"
Fallout of death sentence for ex-Pakistan dictator Pervez Musharraf | W...
",1
8184,8184,"
Worldview | India-US relations: The road ahead
",1
8185,8185,"
Unacceptable that India isn’t in UN Security Council, says German ambas...
",1
8186,8186,"
WorldView | Finland launches drive to attract Indian professionals
",1
8187,8187,"
Worldview: Ontario Minister on expanding trade ties with India
",1
8188,8188,"
‘Sarcastic’ says Donald Trump to his ‘injecting disinfectant’ remark
",0
8189,8189,"
World leaders back UN, WHO initiative to speed Covid-19 response; US mi...
",2
8190,8190,"
‘Where weaknesses...’: Amid USA-China tussle, Germany speaks on WHO | C...
",2
8191,8191,"
Covid-19: US state files case against China over virus, Beijing says ‘a...
",2
8192,8192,"
Covid-19: China hits back after Donald Trump warns of ‘consequences’
",1
8193,8193,"
Watch: Idris Elba, wife recall Covid experience, launch UN fund for far...
",2
8194,8194,"
Canada shooting rampage: Over 10 killed, police officer among dead
",0
8195,8195,"
Watch: Pak terrorist caught in Afghanistan, was training for violence in...
",2
8196,8196,"
USA says China may have done secret nuclear test blasts; Beijing respon...
",1
8197,8197,"
Watch: Iranian vessels make ‘dangerous & harassing’ manoeuvres near US ...
",3
8198,8198,"
Watch: China slams Donald Trump for halting WHO funding amid Covid pand...
",2
8199,8199,"
China’s exports fell further in March amid global economic slowdown due...
",1
8200,8200,"
China to lift traffic ban from coronavirus epicentre Wuhan after 11 wee...
",3
8201,8201,"
Watch: Mastermind of Kabul Gurudwara attack, ISKP terrorist Farooqui, c...
",2
8202,8202,"
Americans advised to wear masks, but Trump says ‘don’t see myself doing...
",1
8203,8203,"
Watch: Aerial view of Lisbon’s popular tourist spots, roads amid lockdo...
",1
8204,8204,"
‘They’ll pay a bigger price if…’: Donald Trump warns Iran after ‘sneak attack’...
",0
8205,8205,"
Spain’s fishing industry on decline amid lockdown, pandemic spread
",1
8206,8206,"
Watch: This is how the usually busy roads of Dubai look like during cur...
",3
8207,8207,"
‘Pandemic doesn’t discriminate’: Minorities from Pakistan share ordeal
",0
8208,8208,"
Face to face with Emile Heskey | Sports Corner
",0
8209,8209,"
Sports Corner: In conversation with Carmelita Jeter
",0
8210,8210,"
Sports Corner: NBA comes to India
",0
8211,8211,"
Sports corner: How India’s cycling champions took the world by storm
",1
8212,8212,"
Sports Corner | ‘Ready for FIFA WC qualifiers’: Goalkeeper GS Sandhu
",0
8213,8213,"
Sports Corner: Off-road racer Aishwarya Pissay eyes Dakar Rally
",0
8214,8214,"
Watch: Coach creates shooting range inside 3bhk flat for world no. 1 air...
",2
8215,8215,"
Amid lockdown, paddler Sathiyan Gnanasekaran trains with a ‘robot’
",1
8216,8216,"
Hum Honge Kamyab: Stay Home Stay Safe
",0
8217,8217,"
World in Lockdown: Aussie opener David Warner and ‘high speed sprints’
",2
8218,8218,"
Roger Federer challenges Virat Kohli: Watch tennis ace’s home training ...
",1
8219,8219,"
Watch what Shikhar Dhawan is learning during lockdown
",2
8220,8220,"
‘All we can do...’: Sourav Ganguly offers food in Kolkata amid lockdown
",1
8221,8221,"
‘From cooking to cleaning utensils’: What Indian special athletes are doing...
",0
8222,8222,"
‘Not an ordinary fight’: Virat Kohli’s appeal for social distancing amid...
",1
8223,8223,"
‘As much as we want to host...’: Sourav Ganguly on IPL postponement
",2
8224,8224,"
‘Nobody has a choice’: Sourav Ganguly on IPL postponement amid Covid-19...
",2
8225,8225,"
Coronavirus impact on bowling tactics, Bhuvneshwar Kumar explains
",2
8226,8226,"
Road Safety World Series |‘Sachin makes sure every cricket is serious cricket’:...
",3
8227,8227,"
Watch | IPL 2020: Fans cheer for MS Dhoni as he hits the nets with CSK ...
",1
8228,8228,"
Women’s T20 WC | ‘We didn’t field well’: Harmanpreet Kaur after T20 WC ...
",1
8229,8229,"
Face to face with Emile Heskey | Sports Corner
",0
8230,8230,"
Give your best: Tendulkar’s advice to women’s team ahead of T20 World Cup...
",2
8231,8231,"
Sunil Joshi is new BCCI chief selector, Harvinder Singh added in panel
",1
8232,8232,"
India’s New Zealand tour: What went wrong for Virat’s men in New Zealan...
",1
8233,8233,"
Former NZ all-rounder Chris Harris dissects India’s series loss
",0
8234,8234,"
‘3-engine’ governance, ‘nationalism vs anarchy’: Javadekar on BJP’s Delhi...
",0
8235,8235,"
Metro Matters | The nuts and bolts of Delhi’s new Electric Vehicle poli...
",1
8236,8236,"
Scanning Mohalla clinics: The road ahead to bring free healthcare to your...
",0
8237,8237,"
METRO MATTERS | ‘Basic services for Delhi, not poll sops’: Manish Sisod...
",1
8238,8238,"
‘From my personal experience…’: UK PM Boris Johnson returns to work after...
",0
8239,8239,"
Chinese tourists in Nepal hold demonstration, demand flight to return h...
",2
8240,8240,"
‘Govt must make details of all purchases made to fight Covid-19 public’:...
",3
8241,8241,"
Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his p...
",2
8242,8242,"
PM Modi discusses lockdown exit strategy with CMs: All the key details
",1
8243,8243,"
‘No unusual signs with Kim Jong Un’s health’: South Korea reiterates
",1
8244,8244,"
Covid-19: Wearing masks compulsory, ban on spitting in Leh
",1
8245,8245,"
‘India will lead global war against Covid-19’: Congress’ Adhir Ranjan C...
",1
8246,8246,"
At Agra quarantine centre, scramble for food & water kept outside shut ...
",1
8247,8247,"
Watch: Chennai police stop ambulance to allow VIP convoy to pass 
",1
8248,8248,"
‘Donald Trump’s plan…’: Netanyahu ‘confident’ US will support West Bank...
",0
8249,8249,"
Palghar lynching: Watch RSS chief’s reaction to killing of Hindu monks
",1
8250,8250,"
Financial impact of lockdown, 3-month-old survives covid | Top 5 from HT
",3
8251,8251,"
Is govt planning to reduce retirement age? Union minister clears the air
",0
8252,8252,"
Covid-19 | Bengal doctor dies; tax controversy; Wuhan zero cases: 10 up...
",3
8253,8253,"
In Other News: Ex-minister slams Twitter; army preparedness ; Lee on Sa...
",1
8254,8254,"
‘Trains won’t run’: Maharashtra CM amid vow to help migrants reach home...
",0
8255,8255,"
Covid-19: Are immunity passports an option to exit lockdown?
",2
8256,8256,"
Opposition pushes govt for more relief: Covid-19 wrap with Vikram Chand...
",2
8257,8257,"
Covid-19: Luxury sports car driver punished in Indore amid lockdown
",2
8258,8258,partnersites,0
8259,8259,real estate,0
8260,8260,Covid-19 update: Bengal real estate body seeks govt help to bring labourers back...,2
8261,8261,more from real estate,1
8262,8262,trending topics,0
8263,8263,"
Top News
",1
8264,8264,latest news,1
8265,8265,"
India news
",1
8266,8266,"
don't miss
",0
8267,8267,Top Trends,0
8268,8268,partnersites,0
8269,8269,"
Lifestyle",1
8270,8270,"
Travel
",0
8271,8271,"
fashion and trends
",0
8272,8272,"
Sex and Relationships
",0
8273,8273,more from Lifestyle,2
8274,8274,trending topics,0
8275,8275,"
Top News
",1
8276,8276,latest news,1
8277,8277,"
India news
",1
8278,8278,"
don't miss
",0
8279,8279,Top Trends,0
8280,8280,All aboard the virtual express: Travellers take the digital route,1
8281,8281,"Sara Ali Khan, Alia Bhatt: Throwback to some of the best short dress styles",3
8282,8282,Lockdown love: Is it really love or just loneliness?,4
8283,8283,partnersites,0
8284,8284,"
Tech News",1
8285,8285,more from tech news,2
8286,8286,trending topics,0
8287,8287,"
Top News
",1
8288,8288,latest news,1
8289,8289,"
India news
",1
8290,8290,"
don't miss
",0
8291,8291,Top Trends,0
8292,8292,partnersites,0
8293,8293,"
in the news",2
8294,8294,"
Inspiring lives
",0
8295,8295,"
Delhi
",0
8296,8296,"
Mumbai
",0
8297,8297,"
Chandigrah
",0
8298,8298,Top Trends,0
8299,8299,"HT Archives: February 13, 1955, when Delhi ministry was sworn in",0
8300,8300,From the archives of the Hindustan Times: February 12,2
8301,8301,From the archives of the Hindustan Times: February 04,2
8302,8302,From the archives of the Hindustan Times: February 03,2
8303,8303,ML Jaisimha: Cricketer noted for exuberance,0
8304,8304,DPS Rohini highlights its motto of service before self,0
8305,8305,Students remember the Mahatma on school’s annual thanksgiving day,1
8306,8306,CBSE Class 12 Board exam 2020: Chemistry exam revision made easy,1
8307,8307,Covid-19: Tough times for world of sport,3
8308,8308,Asteroids: ‘Minor Planets’ in space,0
8309,8309,"Exam season: Complete guide on how to study, what do on the day of exam",3
8310,8310,partnersites,0
8311,8311,mumbai news,1
8312,8312,"
Mumbai Crime News
",1
8313,8313,"
Green Heroes
",0
8314,8314,"
Mumbaiwale
",0
8315,8315,"
Malavika's Mumbaistan
",0
8316,8316,more from mumbai news,2
8317,8317,trending topics,0
8318,8318,"
Top News
",1
8319,8319,latest news,1
8320,8320,"
cities
",0
8321,8321,"
don't miss
",0
8322,8322,Top Trends,0
8323,8323,"Biker spits on Manipuri girl, police to file FIR",2
8324,8324,"2 nurses test Covid-19 +ve in Mumbai, hospital stops taking new patients",2
8325,8325,Mumbaiwale: On a heritage tour? Avoid these walks of shame,0
8326,8326,Malavika’s Mumbaistan: Easy Riders,0
8327,8327,partnersites,0
8328,8328,"
At meet with chief ministers, PM Modi’s 5 clear messages on Covid-19 battle
",1
8329,8329,‘Kim Jong Un could very well be OK and reappear’: Experts debate on rumours,0
8330,8330,"Mumbai mayor visits hospital in nurse’s uniform, encourages health staff",0
8331,8331,"No risk of transmission from Covid-19 recovered patients, says govt",1
8332,8332,Anantnag braces for Covid-19 spurt as woman tests positive after death,2
8333,8333,"
‘Shame and disgust’: Rahul Gandhi amid row over cost of Covid-19 test kits
",1
8334,8334,‘Won’t lose a single rupee’: Govt clarifies after cancelling Chinese Covid-19 test kits,1
8335,8335,"‘Dhoni’s graph went up & mine went down, but friendship is intact’",1
8336,8336,Mahindra Alturas G4 BS 6 price details revealed,0
8337,8337,"
",0
8338,8338,Never Have I Ever review: New Netflix show takes desi drama worldwide,3
8339,8339,‘He has set the bar so high’: Williamson picks best batsman across formats,2
8340,8340,Watch: Chennai police stop ambulance to allow VIP convoy to pass ,1
8341,8341,trending topics,0
8342,8342,Top Trends,0
8343,8343,Pakistan violates ceasefire along LoC in Jammu and Kashmir,0
8344,8344,‘Kim Jong Un could very well be OK and reappear’: Experts debate on rumours,0
8345,8345,This father-son duo may inspire you to pick up an economics book right now,2
8346,8346,"Amazon, Flipkart request govt to allow sale of non-essential items",0
8347,8347,British GP will not take place in front of fans: Silverstone,1
8348,8348,"Ayushmann, Kartik refused Hungama 2, says Priyadarshan",1
